19911	1387834489	20160219	阳光大道101号8号楼158	1387483647
15948	1410085558	20160219	阳光大道101号8号楼158	1387483647
18211	1383085753	20160219	阳光大道101号8号楼158	1387483647
15455	1422750694	20160219	阳光大道101号8号楼158	1387483647
14185	1415028109	20160219	阳光大道101号8号楼158	1387483647
19911	1407639498	20160219	阳光大道101号8号楼158	1387483647
15948	1344414833	20160219	阳光大道101号8号楼158	1387483647
18211	1363504666	20160219	阳光大道101号8号楼158	1387483647
15455	1352677492	20160219	阳光大道101号8号楼158	1387483647
14185	1339483613	20160219	阳光大道101号8号楼158	1387483647
15275	1338989647	20160219	阳光大道101号8号楼158	1387483647
11962	1340324373	20160219	阳光大道101号8号楼158	1387483647
16864	1345645179	20160219	阳光大道101号8号楼158	1387483647
14012	1369867451	20160219	阳光大道101号8号楼158	1387483647
15699	1418767857	20160219	阳光大道101号8号楼158	1387483647
11496	1361278208	20160219	阳光大道101号8号楼158	1387483647
11962	1425852163	20160219	阳光大道101号8号楼158	1387483647
12829	1376321685	20160219	阳光大道101号8号楼158	1387483647
18972	1392933643	20160219	阳光大道101号8号楼158	1387483647
20732	1348280375	20160219	阳光大道101号8号楼158	1387483647
20093	1413863089	20160219	阳光大道101号8号楼158	1387483647
12260	1387187227	20160219	阳光大道101号8号楼158	1387483647
20379	1416199723	20160219	阳光大道101号8号楼158	1387483647
16864	1338013017	20160219	阳光大道101号8号楼158	1387483647
14012	1377218425	20160219	阳光大道101号8号楼158	1387483647
15699	1381540967	20160219	阳光大道101号8号楼158	1387483647
11496	1385190801	20160219	安定三路1号22号楼1112	1387483647
20732	1386504779	20160219	安定三路1号22号楼1112	1387483647
20093	1386278098	20160219	安定三路1号22号楼1112	1387483647
12260	1376670072	20160219	安定三路1号22号楼1112	1387483647
20379	1389956218	20160219	安定三路1号22号楼1112	1387483647
13467	1395327841	20160219	安定三路1号22号楼1112	1387483647
19911	1361868795	20160219	安定三路1号22号楼1112	1387483647
15948	1424971086	20160219	安定三路1号22号楼1112	1387483647
11962	1414181469	20160219	安定三路1号22号楼1112	1387483647
12829	1357001922	20160219	安定三路1号22号楼1112	1387483647
18972	1411549160	20160219	安定三路1号22号楼1112	1387483647
20732	1329482762	20160219	安定三路1号22号楼1112	1387483647
20093	1348931112	20160219	安定三路1号22号楼1112	1387483647
12260	1348580455	20160219	安定三路1号22号楼1112	1387483647
20379	1355480819	20160219	安定三路1号22号楼1112	1387483647
16864	1358897894	20160219	安定三路1号22号楼1112	1387483647
14012	1417947244	20160219	安定三路1号22号楼1112	1387483647
15699	1420847639	20160219	阳光大道101号8号楼158	1387483647
11496	1355360404	20160219	阳光大道101号8号楼158	1387483647
20732	1420162694	20160219	阳光大道101号8号楼158	1387483647
15455	1349082500	20160219	阳光大道101号8号楼158	1387483647
14185	1351821996	20160219	阳光大道101号8号楼158	1387483647
15275	1446030655	20160219	阳光大道101号8号楼158	1387483647
11962	1438209001	20160219	阳光大道101号8号楼158	1387483647
16864	1439393639	20160219	阳光大道101号8号楼158	1387483647
14012	1414093700	20160219	阳光大道101号8号楼158	1387483647
15699	1448208513	20160219	阳光大道101号8号楼158	1350986215
11496	1399299836	20160219	阳光大道101号8号楼158	1350986215
11962	1425077082	20160219	阳光大道101号8号楼158	1350986215
12829	1368006963	20160219	阳光大道101号8号楼158	1350986215
18972	1429598112	20160219	阳光大道101号8号楼158	1350986215
20732	1405619019	20160219	阳光大道101号8号楼158	1350986215
20093	1379029707	20160219	阳光大道101号8号楼158	1350986215
11348	1393280899	20160219	阳光大道101号8号楼158	1350986215
20464	1365208056	20160219	阳光大道101号8号楼158	1350986215
15080	1425090444	20160219	阳光大道101号8号楼158	1350986215
19776	1439151619	20160219	阳光大道101号8号楼158	1350986215
17990	1416315998	20160219	阳光大道101号8号楼158	1387483647
13650	1409903395	20160219	阳光大道101号8号楼158	1387483647
16041	1415516893	20160219	阳光大道101号8号楼158	1387483647
